company,title,body,rating,sentiment
PostNord i Danmark,Alt bare i orden,Alt bare i orden,5,positive
PostNord i Danmark,Mega hurtig levering,Mega hurtig levering,5,positive
PostNord i Danmark,Mangel på scanning ved levering til afhentningssted,"Pakken var ude til levering i onsdags, men der kom aldrig en besked om at den var klar til afhentning. Da jeg fredag kontakter PostNord via deres chatfunktion med over 1 times ventetid, bliver der bare oplyst at det først er efter 3 dage at pakken skal efterlyses og alt er i skønneste orden. Og st jeg må kontakte dem igen, hvis den ikke er kommet til afhentning i dag lørdag. Da jeg så tilfældigt skal hente en anden pakke i dag i samme butik spørger jeg medarbejderen, der så siger den ikke er scannet ind der. Efter at selv at have kigget på enden af pakkerne ser jeg så min pakke og kan så få den udleveret. Det er simpelhent den dårligtste service PostNord:(",1,negative
PostNord i Danmark,De leverer ikke pakken. De påstår altid at de har været forbi men ikke træffer nogen hjemme. Jeg har været hjemme HELE DAGEN,De leverer ikke. De skriver altid de ikke traf nogen på adressen. Jeg har været hjemme HELE DAGEN. Seriøst altid den dårligste oplevelse.,1,negative
PostNord i Danmark,Jeg fik pakken ........,Jeg fik pakken ........,5,positive
PostNord i Danmark,Hurtig levering,Dejligt i skriver hvis der er ændringer i leverings tidspunkt og spørger til hvor pakken skal sættes hvis man ikke er hjemme.,5,positive
PostNord i Danmark,Hurtige og meget glade postbude 👏👌👍,Hurtige og meget glade postbude 👏👌👍,5,positive
PostNord i Danmark,Fin levering.,Fin levering.,5,positive
PostNord i Danmark,Hurra PostNord - det kan lykkedes at modtage en pakke,"Hurra PostNordHelt fantastisk - pakken nåede frem, men leverandøren har måttet sende varerene igen, da min bestilling som skulle afhentes hos leverandøren den 2. maj stadigvæk gøres klar til levering",5,positive
PostNord i Danmark,Ok godt tilfreds 👍,En god oplevelse er at man får pakker til den tid der blevet lovet.,5,positive
PostNord i Danmark,Den kom,Pakke kom.    Fedt,5,positive
PostNord i Danmark,Jeg kan rigtig godt lide at handle hos…,Jeg kan rigtig godt lide at handle hos jer film marked på nettet,5,positive
PostNord i Danmark,Hurtig levering og varen var intakt og…,Hurtig levering og varen var intakt og postmanden var glad og smilende.,5,positive
PostNord i Danmark,Bogen blev udgivet 11/5 og PostNord…,Bogen blev udgivet 11/5 og PostNord leverede den 12/5 udenfor min dør!!!Der er da hurtigt og effektivtStor tos til PostNord,5,positive
PostNord i Danmark,Alt fungerede omkring levering,Alt fungerede omkring levering,5,positive
PostNord i Danmark,Nemt og lige som det skulle være,Nemt og lige som det skulle være,5,positive
PostNord i Danmark,Profesionelt,Profesionelt. Til tiden og venlig betjening.,5,positive
PostNord i Danmark,Leveringstid,"Det ville være super fedt, hvis pakken blev leveret den dag, som anvist i track and trace",3,neutral
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,PostNord kan man altid regne med!,"Utroligt, der kan være så stor forskel på servicen hos PostNord. Jeg har længe haft modtagerflex og har hovedsageligt altid været tilfreds med pakkeleverancerne i den forbindelse. Det er dog ikke, hvad jeg kan sige om pakkeleverancer, hvor der er bestilt levering til en nærved-liggende Nærboks - bl.a. for at gøre det nemt for alle, herunder PostNord. Men næh-nej. Af en eller anden årsag får man hver gang den besked, at der ikke var plads i nærboksen(???????), så derfor er pakken afleveret i en pakkeboks - som hver gang desværre for mig ligger så langt væk, at bussen skal benyttes for at komme ned efter pakken. Der ligger ikke mindre end mindst to pakkekiosker tættere ved min bopæl udover Nærboksen, hvor pakker i stedet kunne lægges ind, men Postnord kan man altid regne med - de smider pakkerne ind længst væk fra, hvor man bor. Ikke alle har bil, men hvad rager det PostNord. Når bare det er nemt for dem selv, eller hvad ... ! (PostNord har tidligere været kontaktet desangående.)",1,negative
PostNord i Danmark,Hurtig levering,"Varen bestilt kl, 18 dagen før og leveret næste dag kl. 11.Ganske flot.",5,positive
PostNord i Danmark,Pakken var hel ved ankomst,"Pakken var hel ved ankomst, det er altafgørende.",5,positive
PostNord i Danmark,Er gået fra,"Er gået fra, i en lang periode, at være meget uregelmæssig og pakker der forsvandt, til det nu ser ud til at fungerer.",4,positive
PostNord i Danmark,Alt ok 👍👍👍👍,Alt ok 👍👍👍👍,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Hurtigt levering,Hurtigt levering,5,positive
PostNord i Danmark,hurtig levering og uden transportskader,Det var hurtigt leveret og helt uden transportskader,5,positive
PostNord i Danmark,Leveringen var hurtig,"Leveringen var hurtig, jeg fik notifikationer om enhver ny opdatering på pakken!! I LOVE IT",5,positive
PostNord i Danmark,Perfekt på alle måder,Perfekt på alle måder. Bestilling og levering m.v.,5,positive
PostNord i Danmark,Godt afhentningssted,"Det var dejligt, at pakken kunne hentes tæt på min bopæl.",5,positive
PostNord i Danmark,Elendig service fra start til slut,"Da man skal give en stjerne har Postnord fået dette, men de burde have 0! Havde fået leveret en pakke som de har valgt at levere som modtagerflex. Jeg har aldrig skrevet mig op til modtagerflex. De havde stillet min pakke ude foran min dør lige ud til vejen. Det var en udendørs vand/sand bænk, så ret stor pakke så den var ikke nem at overse. Får endelig fat på en i kundeservice efter 2 timer i deres chat, for at få lave en klage. Jeg får at vide jeg modtager et bevis på min klage. Et par dage efter havde jeg intet fået, så jeg venter igen i et par timer i deres chat for at få at vide sagen er lukket og jeg skal forvente at alt er som det skal være. Elendig service fra start til slut!",1,negative
PostNord i Danmark,Det gik virkeligt stærtk,Det gik virkeligt stærtk,5,positive
PostNord i Danmark,Jeg får besked og jeg henter på…,Jeg får besked og jeg henter på udlevering stedet. Så alt var fint. 👍🇩🇰🤩,5,positive
PostNord i Danmark,Bestilte varen kl.15 fredag afhentede…,Bestilte varen kl.15 fredag afhentede lørdag kl.9.00 det kalder jeg hurtig ekspedition,5,positive
PostNord i Danmark,Fik besked både på mail og sms.,Fik besked både på mail og sms.Rigtig fint med afhentning i Bilka.,5,positive
PostNord i Danmark,Jeg har ikke så meget at klage over,"Jeg har ikke så meget at klage over, men der er da lige et par småting.. Jeg har et par gange oplevet, at kasser indeholdende kattegrus fra Zoo Plus er blevet lidt hårdhændet behandlet, så der var gået hul på flere af sækkene.. Og den levering jeg fik d. 12/5-23 havnede ovre hos genboen i nr. 4.. Jeg bor i nr. 5. Men ellers ikke de store problemer..",4,positive
PostNord i Danmark,Overraskende hurtig levering,Overraskende hurtig levering,5,positive
PostNord i Danmark,Super hurtig service,Super hurtig service,5,positive
PostNord i Danmark,Det fungerede rigtigt godt,Det fungerede rigtigt godt. Så jeg er godt tilfreds.,5,positive
PostNord i Danmark,Hurtig og god levering.,Hurtig og god levering.Venlig post.,5,positive
PostNord i Danmark,Påstået levering ikke modtaget,"Jeg bestilte kaffe til levering, men jeg har ikke modtaget kaffen. PostNord påstår at kaffen skulle være leveret, men der har ikke været nogen, jeg var hjemme hele dagen.",1,negative
PostNord i Danmark,Hurtig levering.,Hurtig levering.,5,positive
PostNord i Danmark,Har fungeret som altid.,Har fungeret som altid.,5,positive
PostNord i Danmark,Kunne sku ikke finde min pakke da de…,Kunne sku ikke finde min pakke da de skrev de havde leveret den,1,negative
PostNord i Danmark,Pakken kom som forventet,Pakken kom som forventet,5,positive
PostNord i Danmark,Afleveret direkte til min dør,"Afleveret direkte til min dør , meget tilfreds",5,positive
PostNord i Danmark,Man betaler for levering til hoveddøren…,"Man betaler for levering til hoveddøren ,alligevel ligger det i postkassen.  FOR DÅRLIGT.  ( Kørestol bruger )",2,negative
PostNord i Danmark,hurtig levering til pakkeshop men 2km…,hurtig levering til pakkeshop men 2km væk,2,negative
PostNord i Danmark,Hurtig levering med en flink person,Hurtig levering med en flink person,5,positive
PostNord i Danmark,Gratis levering,"13. maj 2023.Det gjorde dertil en god oplevelse, at jeg kun skulle købe for min. Kr. 200,00 for at få det leveret fragtfrit. Det gjorde, at jeg kunne varen med det samme og ikke skulle vente til senere.",5,positive
PostNord i Danmark,jeg hentede den på ok,jeg hentede den på ok,4,positive
PostNord i Danmark,Slow packet....,"Haslev - Menstrup 4700 Næstved 4 dage, det er mildt sagt IKKE imponerende, hvad går galt.........",2,negative
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Hurtig levering,"Der var levering fra dag til dag, super",5,positive
PostNord i Danmark,Postman er altid flink til at slæbe de…,Postman er altid flink til at slæbe de tunge pakker ind for mig 👍😉,5,positive
PostNord i Danmark,Det var let og hurtig at hente pakke,Det var let og hurtig at hente pakke,5,positive
PostNord i Danmark,👍ok super godt,👍ok super godt,5,positive
PostNord i Danmark,Jeg havde bestilt ( og betalt for)…,"Jeg havde bestilt ( og betalt for) levering på hjem adresse. Jeg får besked om, at jeg kan hente pakken i en nærboks.Post Nord forsøger ikke at levere på hjem adressen.Det er ikke første gang, det sker.",1,negative
PostNord i Danmark,Levering til aftalt tid,Hurtig og til tiden,5,positive
PostNord i Danmark,god service hurtig levering,god service hurtig levering,5,positive
PostNord i Danmark,COOP-køb!,"COOP-køb!To store pakker ankom på lovet dag!Venlig og hurtig aflæsning.M v h,Susan",5,positive
PostNord i Danmark,Hurtig levering til posthuset,Hurtig levering til posthuset,4,positive
PostNord i Danmark,Meget hurtig levering,Meget hurtig levering,5,positive
PostNord i Danmark,Egentlig i orden,"Egentlig i orden, men ankomst var annonceret til dagen før, hvorfor jeg blev hjemme for at modtage.",5,positive
PostNord i Danmark,Alt gik fint.,Alt gik fint.,5,positive
PostNord i Danmark,Meget hurtig levering,Meget hurtig levering,5,positive
PostNord i Danmark,Meget tilfreds hurtig levering,Meget tilfreds hurtig levering,5,positive
PostNord i Danmark,De gad ikke sende min pakke,"De beholdte min pakke i over en uge uden nogen forklaring på hvorfor, ingen planlagt leveringsdato og ingen måde at komme i kontakt med dem. Det er sygt svært at komme i kontakt med dem og Chatbotten i appen er ubrugelig. Når man endelig finder et sted at kontakte dem ordentligt, kan der gå op til 7 dage inden de vender tilbage til en. Endte med at være nødt til at skrive til virksomheden jeg havde bestilt ved som heldigvis var meget hurtige og hjælpsomme, hvor de så tog fat i postnord for mig, hvorefter PostNord straks kunne få fingeren ud og sende pakken. Dårlig stil, do better.",1,negative
PostNord i Danmark,Pakke til tiden,"Pakke til tiden, men butikken hvor jeg hentede pakken virkede som de havde travlt.",3,neutral
PostNord i Danmark,Jeg er ALTID tilfreds med levering fra Postnord…,"Jeg er ALTID tilfreds med levering fra Postnord. Jeg foretrækker (når jeg handler på nettet) at handle steder hvor jeg kan vælge Postnord hjemmelevering. Måske har jeg en af Danmarks 'bedste' udbringere fra Postnord. Det har været den samme i de 7 år jeg har boet i min nuværende bolig (Sakskøbing). Han er meget venlig og smilende, meget 'præcis' med hensyn til det leveringstidspunkt jeg har fået pr. mail eller SMS' og han VED at jeg 'gamle kone' måske er lidt længe om at komme til døren når han ringer på. :)Stor ros til Postnord - og især 'min' Postnord udbringer...",5,positive
PostNord i Danmark,Hurtig lev,Nemt og hurtigt,5,positive
PostNord i Danmark,Pakken blev afleveret og aftale om…,Pakken blev afleveret og aftale om fremtidig FLEX levering blev omtalt med postmedarbejderen.,5,positive
PostNord i Danmark,Meget hurtig & efter aftale,"Meget hurtig & efter aftale , fine sms orientering",5,positive
PostNord i Danmark,Hurtig levering 👍😉,Hurtig levering 👍😉,5,positive
PostNord i Danmark,Ventetid,"Aldrig mere postnord🤔 fik godt nok en SMS, at vores pakke var på vej,  ventende hjemme i  13 timer😡 den ville blive leveret mellem kl 09.00 og 21.00. Kom så først dagen efter 😡  aftaler måtte aflyses. Ikke iorden",1,negative
PostNord i Danmark,Anbefalet brev forsvundet,"Anbefalet brev forsvundet. Hvordan kan det forsvinde?Har brugt 2 timer, på to dage i kø på jeres chat, fordi det er den eneste måde, man kan få fat i jer. Første gang får jeg at vide, jeg skal vente 2 dage. 2 dage efter og 2 timer i kø får jeg fat i jeres kundeservice, som endelig vågner op og efterlyser min pakke. Nu er problemet så, at det er fredag, og i skal bruge 2 hverdage!Kundeservice min bare r.. Aldrig mere Post Nord!Dertil skal det nævnes, at pakken var en fødselsdagsgave til min nevø denne weekend, hvorfor jeg nu må komme tomhændet!I burde skamme jer over jeres ringe service!",1,negative
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Helt perfekt bortset fra at adressen…,Helt perfekt bortset fra at adressen var en anden.,5,positive
PostNord i Danmark,Pakken blev afleveret til adressen,Pakken blev afleveret til adressen,4,positive
PostNord i Danmark,Som forventet og håbet,Som forventet og håbet,5,positive
PostNord i Danmark,en dags forsinkelse.havde fået mail om at den kom dagen før.,fik en pakke fra holland leveret hurtigere med gls end en pakke fra jylland til sjælland med post nord.,3,neutral
PostNord i Danmark,Det var - 100 % OK - og hurtig hurtig. God info om leverigen.,Det var hurtig.God information om leveringen,4,positive
PostNord i Danmark,😃 Hurtig levering,"😃 Hurtig levering, så kun positive ord herfra.👍",5,positive
PostNord i Danmark,Pakken blev leveret uden ulejlighed,Pakken blev leveret uden ulejlighed,3,neutral
PostNord i Danmark,Go service og pakker til tiden,Service og Go information om pakken - både ved afsendelse og modtagelse,5,positive
PostNord i Danmark,Hurtig levering vare i perfekt stand,Hurtig levering vare i perfekt stand.  Så kun ros herfra🌞🌞⚘️⚘️,5,positive
PostNord i Danmark,Hurtig levering uden problemer,Hurtig levering uden problemer,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,"Var ikke hjemme, blev ringet op, kunne aftale hvor varen kunne lægges. Tak for det.",God service.,5,positive
PostNord i Danmark,Hurtigt levering,Hurtigt levering,5,positive
PostNord i Danmark,Efter planen.,Efter planen.,5,positive
PostNord i Danmark,god info,god info. Det var let at følge pakkens tur.Rimeligt hurtigt fremme.,4,positive
PostNord i Danmark,præcis aflevering,afleveret til tiden  flink bud,4,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Jeg ventede på en pakke.,"Jeg ventede på en pakke, der skulle komme torsdag, men den var forsinket skrev de.Den skulle så komme fredag, men der kom ikke nogen post.Jeg har en bror som bor under mig, de sad ude på altanen og de sagde at postbilen næsten lige havde været der.Jeg spurgte dem om han ikke havde en pakke med, nej de så bare at han gik ind i opgangen.Jeg fandt en seddel i min postkasse at jeg ikke kunne træffes hjemme.Den var åbenbart skrevet på forhånd.Lidt stor pakke der skulle op på 2 sal, det var nok for hårdt.",1,negative
PostNord i Danmark,Let og hurtig som altid,Let og hurtig som altid,5,positive
PostNord i Danmark,Hurtig og præsis levering.,Hurtig og præsis levering.,5,positive
PostNord i Danmark,Gode opdateringer på mail og sms,Gode opdateringer på mail og sms,5,positive
PostNord i Danmark,Dejlig hurtig betjening,Dejlig hurtig betjening,5,positive
PostNord i Danmark,Fin service og hurtig levering.,Fin service og hurtig levering.,5,positive
PostNord i Danmark,"Det kom hurtigt ,så fint","Det kom hurtigt ,så fint",5,positive
PostNord i Danmark,God og hurtig levering.,God og hurtig levering.Det var dejligt at blive betjent af Post Nord. God oplysning om hvor varen var i processen til at nå frem til mig.Hurtig levering.,5,positive
PostNord i Danmark,Firmaet var langsomme til at ekspedere…,"Firmaet var langsomme til at ekspedere ordren,Men posten var både hurtig og sikker👍🏻Meget tilfreds med Post Nord pakkelevering",5,positive
PostNord i Danmark,Uproblematisk,Uproblematisk. Så blir det ikke nemmere👍😊,5,positive
PostNord i Danmark,Pakker altid afleveret til den lovede…,Pakker altid afleveret til den lovede tid.Venligt personale.,5,positive
PostNord i Danmark,Har ventet på en pakke i flere dage…Dårligt,"Har ventet på en pakke i flere dage ,ingen besked ,intet, kan se man har prøvet at aflevere, NEJ ,var hjemme hele dagen , får ikke nogen besked om hvor jeg kan hente den,står og mangler indhold alvorligt,Kan godt forstå i har voldsom konkurrence  det har i voldsomt fortjent, er ked af måtte sige at det kører slet ikke med postnord har utallige dårlige oplevelser med jer. ØV",1,negative
PostNord i Danmark,Det er enkelt og forståeligt og der…,Det er enkelt og forståeligt og der bliver leveret hurtigt,5,positive
PostNord i Danmark,Levering til tiden som aftalt,Levering til tiden som aftalt,5,positive
PostNord i Danmark,Venlig aflevering af pakke,Pakke afleveret med et smil og en venlig kommentar,5,positive
PostNord i Danmark,Så fin 👍🤗,"Så fint som det plejer, tak 👍🤗",5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Tror ikke det kunne gøres hurtigere....,Tror ikke det kunne gøres hurtigere....,5,positive
PostNord i Danmark,Varen er modtaget uden skader,Varen er modtaget uden skader,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Hurtigt og effektiv levering og nænsomt,Hurtigt og effektiv levering og nænsomt,5,positive
PostNord i Danmark,Nu er det 2 gang jeg ik for min pakke,"Nu er det 2 gang jeg ik for min pakke De skulle bare sette den, men jeg det gjorde de ik de ringe heller ik, der var os nogle hjemme, KOM IND I KAMPEN, det er kun fordi det er eget af staten siden ikke er gået konkurs",1,negative
PostNord i Danmark,👍fin og hurtig,👍fin og hurtig,5,positive
PostNord i Danmark,Nemt og hurtigt,Kom dagen før første forventede leveringsdag.👍,5,positive
PostNord i Danmark,Hurtig levering.,Hurtig levering.,5,positive
PostNord i Danmark,Rigtigt hurtigt og godt service,"Rigtigt hurtigt og godt service, er meget tilfreds 🥰",5,positive
PostNord i Danmark,Dgjkghjkhgfdddd,Fgjhxffjljczdr,5,positive
PostNord i Danmark,3 dage fra Køge til Hedehusene,Det sidste lille stykke i Danmark tog tre dage. Pakke klar på Køge terminal tirsdag men blev ikke leveret før fredag i Hedehusene,2,negative
PostNord i Danmark,Hurtig og sikker levering,Hurtig og sikker levering,5,positive
PostNord i Danmark,Meget tilfredsstillende.,Meget tilfredsstillende.,5,positive
PostNord i Danmark,I er altid hurtige til at levere,"I er altid hurtige til at levere, og til at stole på. Bliv ved sådanmvh Flemmingen TILFREDS KUNDE",5,positive
PostNord i Danmark,Alt var i orden!,Alt var i orden!,5,positive
PostNord i Danmark,Afleveret præcist og godt foran min dør,Afleveret præcist og godt foran min dør,5,positive
PostNord i Danmark,Hurtig levering,Hurtig og let,5,positive
PostNord i Danmark,Fin og hurtig levering.,Fin og hurtig levering.,5,positive
PostNord i Danmark,Venlig betjening af chaufføren,Venlig betjening af chaufføren,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Levering til tiden,Levering til tiden,5,positive
PostNord i Danmark,Nem og hurtig levering,Nem og hurtig levering,5,positive
PostNord i Danmark,Fin leveringerne levering,Fin levering,5,positive
PostNord i Danmark,Hurtig levering til dør pakken sat som…,Hurtig levering til dør pakken sat som aftalt intet at klage over kunne følge pakkens forløb via track and trace uden problemer.,5,positive
PostNord i Danmark,Blev leveret som annonceret,Blev leveret som annonceret. Ganske enkelt Super,5,positive
PostNord i Danmark,Varen kom som aftalt,Varen kom som aftalt. Venlig mand. Meget tilfreds! 👍,5,positive
PostNord i Danmark,Det fungerer perfekt,Det fungerer perfekt,5,positive
PostNord i Danmark,Perfekt levering,"Blev leveret ved døren til tiden, af en flink chauffør.",5,positive
PostNord i Danmark,Fint levering tak,Fint levering tak,5,positive
PostNord i Danmark,Dag til dag levering virker ikke,"Dag til dag levering virker ikke, min pakke stod 30 timer i Brøndby Hjælp via chatten kræver tålmodighed -der er 2 timers ventetid  og skal holdes åben for at beholde køen - der er god plads til forbedring",1,negative
PostNord i Danmark,Fuld tilfreds,Forsendelse til tiden i pakkeshop,5,positive
PostNord i Danmark,Igen… hurtig service og hurtig levering,Igen… hurtig service og hurtig levering,5,positive
PostNord i Danmark,Pakken er hel,"Pakken er hel og man får en besked om, at pakken er leveret, kort tid efter den er landet i postkassen",5,positive
PostNord i Danmark,Hurtig levering,"Hurtig levering. Dog var der hul i kassen, men varen var hel",4,positive
PostNord i Danmark,Nem og hurtig levering,Nem og hurtig levering - og tracking🙂,5,positive
PostNord i Danmark,Som lovet,"Som lovet, kom min pakke til tiden.",5,positive
PostNord i Danmark,Varen bestilt i Jylland torsdag…,"Varen bestilt i Jylland torsdag eftermiddag, klar til afhentning på sjælland fredag formiddag. Super hurtig ekspedition og transport.😄",5,positive
PostNord i Danmark,Hurtigt og perfekt,Hurtigt og perfekt,5,positive
PostNord i Danmark,Hurtig levering.,Hurtig levering.,5,positive
PostNord i Danmark,Forsvundet pakke,"Pakken forsvundet under levering. Jeg tager fat i PostNord kundeservice, som fortæller de ikke kan lokaliserer den. Jeg må derfor have fat i afsender, som sender en ny pakke afsted.Pludselig 14 dage efter forventet levering dukker pakken op.Ingen besked fra kundeservice om at de alligevel har fundet den.Nu står jeg med 2 pakker, afsender har haft besværet med at skulle sende en ekstra og jeg skal til at returnere en pakke.",1,negative
PostNord i Danmark,Fungerer hurtig og uden ventetid,Fungerer hurtig og uden ventetid Perfekt.,5,positive
PostNord i Danmark,PostNord lige som UPS???,"PostNord lige som UPS???Jeg skulle modtaget en pakke som jeg fik besked om fra PostNord på den aftalte adresse som er en virksomhed åbent siden kl.7 om morgenen.Kl. 8.40 får jeg besked om at der ikke var nogen til at modtage min pakke og blev sendt et billede som viser parkeringsplads med biler parkeret. Billedet er taget indvendig fra PostNord bilen. Har chaufføren været ud af bilen? Døren til butikken, kontor og lager er som skrevet åbnet siden kl.7.",2,negative
PostNord i Danmark,Nemt,"Nemt, hurtigt og sikkert",5,positive
PostNord i Danmark,Tar alt for lang tid tilbage til post…,Tar alt for lang tid tilbage til post Danmark det blev leveret fra dag til dag post nord bliv i Sverige,1,negative
PostNord i Danmark,Hurtig levering og god betjening i…,Hurtig levering og god betjening i butikken. 😊,5,positive
PostNord i Danmark,Tak Har hentet begge pakker var super…,Tak Har hentet begge pakker var super hurtigt. VH Anni Hansen,5,positive
PostNord i Danmark,Hurtig leveringt,Hurtig leveringt,5,positive
PostNord i Danmark,Som altid god service👍😊,Som altid god service👍😊,5,positive
PostNord i Danmark,Pakken blev afleveret som meddelt og…,Pakken blev afleveret som meddelt og ordentligt ved føren. Super tilfreds.,4,positive
PostNord i Danmark,Hurtig levering.lynhurtig levering,Hurtig levering.,5,positive
PostNord i Danmark,Nemt og hurtigt😀,Nemt og hurtigt😀,5,positive
PostNord i Danmark,Venlig bud og aflevering til tiden,Venlig bud og aflevering til tiden,5,positive
PostNord i Danmark,God information om hvor min pakke var,God information om hvor min pakke var. Sikkerhed for at det er jer.Jeg modtager af og til fupmails som udgiver sig for Post Nord så det er fint I har så god information,4,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Pakkerne er altid i pæn stand når de…,"Pakkerne er altid i pæn stand når de kommer, aflevering foregår stille og roligt.",5,positive
PostNord i Danmark,Hurtig og nemt,Hurtig og nemt,5,positive
PostNord i Danmark,Som så ofte før..........,"Som så ofte før, sad jeg i mit køkken og fik en sms besked om at pakken var forsøgt leveret, men at jeg ikke var hjemme. Jeg havde ellers betalt for hjemmelevering.... i stedet kunne jeg hente den i pakkeboks 10 minutter væk.....Det er bare ikke godt nok!!!",1,negative
PostNord i Danmark,Hurtig og effektiv levering,Hurtig og effektiv levering,5,positive
PostNord i Danmark,👍👍👍🤞🤞🤞🤞🤞🤞🤞👍👍👍,👍👍👍🤞🤞🤞🤞🤞🤞🤞👍👍👍,5,positive
PostNord i Danmark,Meget troværdig firma,Meget troværdig firma,5,positive
PostNord i Danmark,hurtig levering,hurtig levering,4,positive
PostNord i Danmark,pakken blev ikke afleveret lokalt…,pakken blev ikke afleveret lokalt .......,3,neutral
PostNord i Danmark,Hurtighed,Pakke fremme som aftalt,4,positive
PostNord i Danmark,Altid kan man regne med PostNord.,Altid kan man regne med PostNord.,5,positive
PostNord i Danmark,en god og hurtig levering og…,en god og hurtig levering og ubeskadiget.,5,positive
PostNord i Danmark,hurtig levering,hurtig levering,5,positive
PostNord i Danmark,Pakke var smadret,"Pakke var smadret, mast og åbne i begge sider. Føtex porthus udlevering pakke og lad som ingenting selv om jeg siger at pakken er smadret og man har kunne taget indholdet ud, det har intet men os at gøre. Det er PostNord.",1,negative
PostNord i Danmark,Varen kom til tiden og høflig post…,Varen kom til tiden og høflig post medarbejder,5,positive
PostNord i Danmark,Helt ok,"Flot, hurtig og præcist leveret",5,positive
PostNord i Danmark,Leveringen af pakken er helt i orden,"Leveringen af pakken er helt i orden, tak",4,positive
PostNord i Danmark,Klar besked om at min pakke var klar…,Klar besked om at min pakke var klar til afhentning….. nemt st hente i nærområde,5,positive
PostNord i Danmark,hurtigt frem,hurtigt frem,5,positive
PostNord i Danmark,Pakken har tilsyneladende været…,"Pakken har tilsyneladende været beskadiget undervejs, kunne se Post Nords egen tape var brugt til rep. Alt var intakt. Thumbs up",5,positive
PostNord i Danmark,Ukompliceret levering..,"Ukompliceret levering...  af en venlig postomdeler.... til tiden - og personligt afleveret.Det mindede om den gamle, velkendte post-service. (Endelig...) Tak for det.",5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,4,positive
PostNord i Danmark,Hurtigt uden problemer,Hurtigt uden problemer,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,Alt er gået godt og hurtigt.,Alt er gået godt og hurtigt.,5,positive
PostNord i Danmark,"Hurtig levering, men man savner alternative pakkeshopmuligheder","Fint nok til 5 stjerner, men der bør være langt flere muligheder for at vælge pakkeshop ved leveringen",5,positive
PostNord i Danmark,Hurtigt og smertefri,Hurtigt og smertefri,5,positive
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive
PostNord i Danmark,præcis levering,præcis levering,5,positive
PostNord i Danmark,Lige efter bogen.,Lige efter bogen.,5,positive
PostNord i Danmark,Retur til afsender,"Jeg er mildest talt rasende på PostNord.Fredag d. 12. maj 2023 afventer jeg levering af en pakke der bliver sendt fra Holland.Jeg er på job da pakkeomdeleren kommer til min opgang, men pakkeondelerne kan ikke finde mit navn på adressen, så min pakke bliver sendt retur til afsender.(min adresse var oplyst korrekt) Jeg har sammenlagt brugt over 3 timer for chatten med PostNord.Første gang lovede medarbejderen at oprette en sag. (men der blev ikke oprettet)Anden gang blev jeg smidt af chatten.Tredje gang blev der oprettet en men ellers skete der intet.Jeg kan ikke udtrykke hvor skuffet, ked af det og vred jeg er.En ting er at nogle begår en fejl, men at der ikke nogle der kan tage ansvar for kan jeg ikke forstå.",1,negative
PostNord i Danmark,Dejlig hurtig leverance,Dejlig hurtig leverance,5,positive
PostNord i Danmark,Hurtig og meget venlig aflevering,Hurtig og meget venlig aflevering,5,positive
PostNord i Danmark,Sikker levering,Som altid - hurtig sikker levering,5,positive
PostNord i Danmark,Super hurtig og god service,Super hurtig og god service,5,positive
PostNord i Danmark,hurtig levering,Hurtig levering og fin aflevering,5,positive
PostNord i Danmark,God og hurtig levering,God og hurtig levering,5,positive
PostNord i Danmark,Tillid til levering,Hurtigt og effektivt,5,positive
PostNord i Danmark,Hurtig og perfekt levering👍,Hurtig og perfekt levering👍,5,positive
PostNord i Danmark,"Hurtigt, perfekt","God oplevelse, perfekt!",5,positive
PostNord i Danmark,Super hurtig  levering  flot,Super hurtig  levering  flot,5,positive
